"","Media","Sample","MaxGrowthRate","DoubleTime","SaturationPoint"
"1","SC+CASE+GAL","GEV",0.00503260123494615,137.731393408793,7.09535613190456
"2","SC+CASE+GAL","GEV",0.00538225213181902,128.783855453773,6.90996030961025
"3","SC+CASE+GAL","GEV",0.00512036646862645,135.370619428707,7.22361587466449
"4","SC+CASE+GAL","GEV",0.00546536690788287,126.825370051588,7.61321876701884
"5","SC+CASE+GAL","GEV",0.00532683460904181,130.123653432639,7.62829619978523
"6","SC+CASE+GAL","GEV",0.00539767124240957,128.41596855953,8.14411706335163
"7","SC+CASE+GAL","GEV",0.00498651415947266,139.00435422272,7.54768417837077
"8","SC+CASE+GAL","GEV",0.00559828586281069,123.814181259394,7.24735898041778
"9","SC+CASE+GAL","GEV",0.00547618707251875,126.57478120833,7.20124472767719
"10","SC+CASE+GAL","MEDIA",0.00187971397410795,368.751411176208,0.0174626425213062
"11","SC+CASE+GAL","MEDIA",0.00228798929259068,302.950360303084,0.0352411574237075
"12","SC+CASE+GAL","MEDIA",0.00163217573315922,424.676808065452,0.0156859505432099
"13","SC+CASE+GAL","MEDIA",0.00204562311129487,338.844030815231,0.0429522577875416
"14","SC+CASE+GAL","MEDIA",0.00279346277997705,248.131883312811,0.0124291923596063
"15","SC+CASE+GAL","MEDIA",0.0032347900659512,214.278876349932,0.0180549176383026
"16","SC+CASE+GAL","YBR196C-A",0.00565708305924148,122.527311920516,7.20255925645244
"17","SC+CASE+GAL","YBR196C-A",0.00515299443586831,134.513473512639,6.9598133604814
"18","SC+CASE+GAL","YBR196C-A",0.00538743208977184,128.660031163251,6.9316585235814
"19","SC+CASE+GAL","YBR196C-A",0.00518118999400529,133.781463594643,7.19467474656429
"20","SC+CASE+GAL","YBR196C-A",0.00534179214217372,129.7592946546,7.18285995929696
"21","SC+CASE+GAL","YBR196C-A",0.00541811178807676,127.931502278211,7.04996014184974
"22","SC+CASE+GAL","YBR196C-A",0.00519469912855757,133.433556671147,7.23943820543075
"23","SC+CASE+GAL","YBR196C-A",0.00531334310798127,130.454059990735,7.6709059918884
"24","SC+CASE+GAL","YBR196C-A",0.00533585192348077,129.903751172274,8.55615205057267
"25","SC+CASE+GAL","YEL035C",0.00543687116741479,127.490087444822,7.58722786801769
"26","SC+CASE+GAL","YEL035C",0.00584531500409861,118.581664131689,6.98805273397108
"27","SC+CASE+GAL","YEL035C",0.00540829719090408,128.163663366302,6.58309798584632
"28","SC+CASE+GAL","YEL035C",0.00546720494776533,126.782732160656,6.48889220092728
"29","SC+CASE+GAL","YEL035C",0.00532844030703139,130.084441341169,6.97649003469675
"30","SC+CASE+GAL","YEL035C",0.00547310392699574,126.646084160953,6.68079842561968
"31","SC+CASE+GAL","YEL035C",0.00518460784451016,133.693270802323,7.17499141462502
"32","SC+CASE+GAL","YEL035C",0.00540582527155329,128.222268708433,6.75446129737942
"33","SC+CASE+GAL","YEL035C",0.00578759880130144,119.764206946079,6.6559634032954
"34","SC+CASE+GAL","YEL035C",0.0054034854851925,128.277790781417,7.4623045243262
"35","SC+CASE+GAL","YEL035C",0.00549770556591042,126.079356606133,6.83125135035677
"36","SC+CASE+GAL","YEL035C",0.0054299105019593,127.653518471406,6.72317523311412
"37","SC+CASE+GAL","YPR126C",0.00367095347258124,188.819385954395,0.0142055248754332
"38","SC+CASE+GAL","YPR126C",0.00531858467592701,130.325494994424,7.07327972029522
"39","SC+CASE+GAL","YPR126C",0.00519643334324081,133.389025659599,6.39568742966877
"40","SC+CASE+GAL","YPR126C",0.00536397781731012,129.222603852515,6.38125171099594
"41","SC+CASE+GAL","YPR126C",0.00527661683614082,131.362045432674,6.85149949081873
"42","SC+CASE+GAL","YPR126C",0.00524680399855386,132.108457024694,6.81735646308257
"43","SC+CASE+GAL","YPR126C",0.00531665711981047,130.372744553565,6.42704767138939
"44","SC+CASE+GAL","YPR126C",0.00531601227582274,130.388559054384,6.52303265900104
"45","SC+CASE+GAL","YPR126C",0.00512153691305416,135.339682663069,7.29501837519185
"46","SC+CASE+GAL","YPR126C",0.00572612997876587,121.049850969212,7.08755864369889
"47","SC+CASE+GAL","YPR126C",0.00542524598834763,127.76327231036,6.39207623786432
"48","SC+CASE+GAL","YPR126C",0.00537620712596291,128.928659986439,6.38966961466997
"49","SC+GAL","BLANK",NA,NA,NA
"50","SC+GAL","GEV",0.00489745536548023,141.532107764698,6.25833411467851
"51","SC+GAL","GEV",0.00494704519784582,140.113371283079,6.05236324182572
"52","SC+GAL","GEV",0.00553007517741811,125.341366676242,6.23112743175762
"53","SC+GAL","GEV",0.00508466280640284,136.321169554666,6.24649435194006
"54","SC+GAL","GEV",0.00508863930452964,136.214641887261,6.15939411012561
"55","SC+GAL","GEV",0.00526205004774365,131.725691369501,5.8042373031378
"56","SC+GAL","GEV",0.00591405772304345,117.20331674464,5.89100253445968
"57","SC+GAL","GEV",0.00631186022853029,109.816623857868,5.52038172211081
"58","SC+GAL","GEV",0.00559456963341968,123.896425637348,5.84355818711552
"59","SC+GAL","MEDIA",NA,NA,NA
"60","SC+GAL","MEDIA",0.00163423885748654,424.140680161041,0.00739727822630065
"61","SC+GAL","MEDIA",NA,NA,NA
"62","SC+GAL","MEDIA",NA,NA,NA
"63","SC+GAL","MEDIA",NA,NA,NA
"64","SC+GAL","YBR196C-A",0.00575859314198633,120.367451471117,5.97757675747529
"65","SC+GAL","YBR196C-A",0.00495819022627598,139.798424208617,5.79303874280999
"66","SC+GAL","YBR196C-A",0.00533533264554293,129.916394461176,5.68082539634596
"67","SC+GAL","YBR196C-A",0.00511400865280692,135.53891430737,6.23939844938064
"68","SC+GAL","YBR196C-A",0.00514760346844288,134.654346398134,6.18049747511784
"69","SC+GAL","YBR196C-A",0.00512706977799874,135.193631172015,6.30347661348631
"70","SC+GAL","YBR196C-A",0.00662467360549067,104.631144391091,2.2860094481355
"71","SC+GAL","YBR196C-A",0.0255979456419253,27.0782347246133,3.98641940223535
"72","SC+GAL","YBR196C-A",0.00738673162157134,93.8367895397418,2.27266762775261
"73","SC+GAL","YEL035C",0.00612997753743688,113.074995189912,5.55936090936806
"74","SC+GAL","YEL035C",0.00589006562969558,117.680722786067,5.50312248797215
"75","SC+GAL","YEL035C",0.00526352435606217,131.688795124815,6.39930013025981
"76","SC+GAL","YEL035C",0.00557107905234431,124.418837723774,6.27137701168283
"77","SC+GAL","YEL035C",0.00516878729110503,134.102477335986,6.41135336771522
"78","SC+GAL","YEL035C",0.00571086979441962,121.373311861751,6.23467116023105
"79","SC+GAL","YEL035C",0.00541173662271163,128.082208888546,6.49619685879741
"80","SC+GAL","YEL035C",0.00571396061374832,121.307658105337,6.36204159194292
"81","SC+GAL","YEL035C",0.00832497592176467,83.2611634044242,5.59745158841289
"82","SC+GAL","YEL035C",0.00669687829586593,103.50302781937,3.87101944575136
"83","SC+GAL","YEL035C",0.00603579250288024,114.839464781001,5.92051506371993
"84","SC+GAL","YEL035C",0.0070231561583472,98.6945420167145,5.43341563504024
"85","SC+GAL","YPR126C",0.00517271491418902,134.000653826602,5.98789085408512
"86","SC+GAL","YPR126C",0.0045650256725654,151.838616094884,6.19106918058053
"87","SC+GAL","YPR126C",0.00494330194191827,140.219470447918,6.36804015289464
"88","SC+GAL","YPR126C",0.00493141148012747,140.557563154724,6.30228557733975
"89","SC+GAL","YPR126C",0.00534074800938462,129.784662998884,6.15471171754641
"90","SC+GAL","YPR126C",0.00498815216363478,138.958708119053,6.05814454435107
"91","SC+GAL","YPR126C",0.00535338990857708,129.478179694963,5.86272772011109
"92","SC+GAL","YPR126C",0.00528146362772242,131.241494672351,5.95813039853945
"93","SC+GAL","YPR126C",0.00611090011780183,113.428000326943,5.38129922965867
"94","SC+GAL","YPR126C",0.00852466903645253,81.3107438653586,4.07739383971325
"95","SC+GAL","YPR126C",0.01038380205108,66.7527344175297,4.06097789254242
"96","SC+GAL","YPR126C",0.00571445973673415,121.297062625921,6.30466781608531
