"","sod","maxgr_plc1","dtime_plc1","ltime_plc1","maxgr_plc2","dtime_plc2","ltime_plc2","maxgr_plc3","dtime_plc3","ltime_plc3"
"1",0.25,0.00433067790379548,160.055122075105,37.7646717892554,0.00453173857350842,152.953920292741,37.4051026686663,0.00517364770847597,133.976493881554,40.3970085106411
"2",0.25,0.00740492159641236,93.606282191532,56.378158804251,0.00758628407870558,91.3684714899596,53.6758305522069,0.00853479932317401,81.2142329671285,53.4642222455495
"3",0.25,0.00435567905994412,159.136421903601,40.2215149829936,0.00457296661466449,151.574948817071,40.3936317467798,0.00518890635590166,133.582518746284,42.4705462402781
"4",0.125,0.00476170940426119,145.566879814139,45.9060781366428,0.00498861682836931,138.945764809626,46.1471925847807,0.00558238047986105,124.166954054912,52.8172078978946
"5",0.125,0.00760617049848409,91.1295875760462,59.1347346140414,0.00787120817349344,88.061091166937,56.6607218812696,0.00892399709301327,77.6722777176408,60.6864869770274
"6",0.125,0.00480008376621583,144.40314259482,47.9437183895616,0.00503822734916584,137.57759079187,48.604426045062,0.00567123282796406,122.221605352214,56.4507793435782
"7",0.0625,0.00497154810161676,139.422804806924,75.6693102486516,0.00520340898522685,133.210205564829,74.3664370703236,0.00574831946966969,120.582577954696,80.9301445155265
"8",0.0625,0.00795054780393725,87.1823172004182,66.742578771665,0.00832684588283131,83.2424654320923,66.4804194134141,0.00923758405273803,75.0355478881403,70.3583863219261
"9",0.0625,0.00509802624967543,135.963831218812,58.7425933698114,0.00533028666084912,130.039381493514,56.2540452276162,0.00578735801170856,119.769189871721,57.8404245024009
